,Series Name,Series Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
34366,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,St. Kitts and Nevis,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34367,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,St. Lucia,LCA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34369,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,St. Vincent and the Grenadines,VCT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34370,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34371,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Suriname,SUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34372,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Sweden,SWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34373,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Switzerland,CHE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34374,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34375,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Tajikistan,TJK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34376,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Tanzania,TZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34377,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Thailand,THA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34378,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Timor-Leste,TLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34379,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34380,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Tonga,TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34381,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Trinidad and Tobago,TTO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34382,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34383,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Turkiye,TUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34387,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34388,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Ukraine,UKR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34389,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34390,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,United Kingdom,GBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34391,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34392,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Uruguay,URY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34393,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Uzbekistan,UZB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34394,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Vanuatu,VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34395,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,"Venezuela, RB",VEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34396,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Vietnam,VNM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34398,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,West Bank and Gaza,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34399,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34400,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Zambia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34401,The law does not provide for the valuation of nonmonetary contributions,SG.LAW.NMCN,Zimbabwe,ZWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34450,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Afghanistan,AFG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34451,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Albania,ALB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34452,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34455,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Angola,AGO,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34456,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Antigua and Barbuda,ATG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34457,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
34458,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Armenia,ARM,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34460,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Australia,AUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34461,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Austria,AUT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34462,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Azerbaijan,AZE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34463,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Bahamas, The",BHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34464,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Bahrain,BHR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34465,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Bangladesh,BGD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34466,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Barbados,BRB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34467,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Belarus,BLR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34468,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Belgium,BEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34469,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Belize,BLZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34470,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Benin,BEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34472,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Bhutan,BTN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34473,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Bolivia,BOL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34474,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Bosnia and Herzegovina,BIH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34475,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Botswana,BWA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34476,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34478,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Brunei Darussalam,BRN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34479,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Bulgaria,BGR,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34480,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Burkina Faso,BFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34481,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Burundi,BDI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34482,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Cabo Verde,CPV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34483,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Cambodia,KHM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34484,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Cameroon,CMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34485,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Canada,CAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34487,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Central African Republic,CAF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34488,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Chad,TCD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34490,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Chile,CHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34491,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,China,CHN,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34492,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Colombia,COL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34493,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Comoros,COM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34494,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Congo, Dem. Rep.",COD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34495,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Congo, Rep.",COG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34496,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Costa Rica,CRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34497,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Cote d'Ivoire,CIV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34498,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Croatia,HRV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34501,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Cyprus,CYP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34502,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Czechia,CZE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34503,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Denmark,DNK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34504,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Djibouti,DJI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34505,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Dominica,DMA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34506,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Dominican Republic,DOM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34507,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Ecuador,ECU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34508,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Egypt, Arab Rep.",EGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34509,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,El Salvador,SLV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34510,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Equatorial Guinea,GNQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34511,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Eritrea,ERI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34512,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Estonia,EST,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34513,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Eswatini,SWZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34514,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Ethiopia,ETH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34516,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Fiji,FJI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34517,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Finland,FIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34518,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,France,FRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34520,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Gabon,GAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34521,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Gambia, The",GMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34522,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Georgia,GEO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34523,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Germany,DEU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34524,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Ghana,GHA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34526,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Greece,GRC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34528,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Grenada,GRD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34530,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Guatemala,GTM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34531,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Guinea,GIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34532,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Guinea-Bissau,GNB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34533,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Guyana,GUY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34534,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Haiti,HTI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34535,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Honduras,HND,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34536,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Hong Kong SAR, China",HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34537,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Hungary,HUN,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34538,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Iceland,ISL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34539,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,India,IND,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34540,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Indonesia,IDN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34541,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Iran, Islamic Rep.",IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34542,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Iraq,IRQ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
34543,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Ireland,IRL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34545,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Israel,ISR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34546,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Italy,ITA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34547,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Jamaica,JAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34548,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Japan,JPN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34549,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Jordan,JOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34550,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Kazakhstan,KAZ,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
34551,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Kenya,KEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34552,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Kiribati,KIR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34554,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Korea, Rep.",KOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34555,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Kosovo,XKX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34556,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Kuwait,KWT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34557,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Kyrgyz Republic,KGZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34558,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Lao PDR,LAO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34559,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Latvia,LVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34560,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Lebanon,LBN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34561,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Lesotho,LSO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34562,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Liberia,LBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34563,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Libya,LBY,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34565,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Lithuania,LTU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34566,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Luxembourg,LUX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34568,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Madagascar,MDG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34569,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Malawi,MWI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34570,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Malaysia,MYS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34571,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Maldives,MDV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34572,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Mali,MLI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34573,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
34574,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Marshall Islands,MHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34575,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
34576,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Mauritius,MUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34577,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Mexico,MEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34578,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,"Micronesia, Fed. Sts.",FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34579,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Moldova,MDA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
34581,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Mongolia,MNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34582,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Montenegro,MNE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34583,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Morocco,MAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34584,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34585,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Myanmar,MMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34586,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Namibia,NAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34588,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Nepal,NPL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34589,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Netherlands,NLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34591,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,New Zealand,NZL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34592,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Nicaragua,NIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34593,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Niger,NER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34594,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Nigeria,NGA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34595,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,North Macedonia,MKD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34597,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Norway,NOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34598,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Oman,OMN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34599,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Pakistan,PAK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34600,The mandatory retirement age for men and women is not the same,SG.AGE.MRET.EQ,Palau,PLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
